review_body,review_date
My family had droped for a birthday celebration just to make the day happy but the venue make us memorable day the surroundings and the environment gave us memorable moments......Really good customer service . Our service staff chomoth did a wonderful job......Thx for the good time ,10-Jul-19
,
I have been here several times and the food is delicious. Especially the Laksa lemek is so tasty. The crew and the management is really friendly to the customers. Hands down the best Thai food in town. ,10-Jul-19
,
Had a lovely family dinner celebrating my father’s birthday at Noodles. Food was lovely as usual and the service was great with the staff arranging a delicious cake and singing Happy Birthday. It will definitely continue to be a restaurant we regularly visit as the ambiance and value for money are hard hard to match!,10-Jul-19
,
"Nice meal and excellent service by Nasitah.We ate cuttlefish, beef Tenderloin with vegetables and rice and followed his recommendation. It was delicious. You have a Nice view over the pool and pond!!",10-Jul-19
,
What a pleasant restaurant to have a unforgettable dinning restaurant. Excellent service by all the staff members. A must visit restaurant in Colombo to have the best Chinese food. Thank you all really appreciate,10-Jul-19
,
Resturent is authentic italian pizza and pasta pls come and enjoyed here.sri lanka .also best service you will get definitely by mirshad .i would like to recommend. We are from saudi crew again we cane sri lanka . Pls visit sri lanka with cinnamon grand .,10-Jul-19
,
"Cinnamon Grand has always been my favourite and we were really glad to be back to enjoy the International Sunday Brunch at The Courtyard on the 7th of July.  Although, the Easter aftermath took its toll, I wish to applaud the Management for the security measures taken to make the guests feel safe and comfortable at all times.  Professionalism and hospitality has always been a well known factor at Cinnamon and even this time we were warmly greeted at the entrance by Ms. Melanie Ann followed by a welcome drink and not forgetting Mr. Mangala whose friendly nature made us feel homely.  The Sunday Brunch was extremely impressive and prepared with precision to tantalize every taste-bud. We really enjoyed a wide array of sumptuous food and beverages and would personally suggest that any guest should not miss this as it's value for money.  While wishing the management and the staff all success and would definitely recommend Cinnamon Grand to all the guests who would love to enjoy true  Sri Lankan hospitality.",10-Jul-19
,
Amazing food and friendly staff. We enjoyed well. Kids friendly restaurant. We highly recommended this restaurant. A must visit place in Colombo. Relaxed and peaceful atmosphere. Thank you to all the staff. :) ,10-Jul-19
,
great 5 star hotel. amazing service from the moment you enter the hotel. nice comfy rooms. great pool side. overall cant fault. would surely be back. many restaurants with different cuisines from different parts of the world.,9-Jul-19
,
"This is our second visit since the Easter bomb attack and although the incident had devastating impact to the entire nation including the 5 staff members who lost their precious lives, it is comforting to see that the level of exceptional service especially at Noodles have not changed. Love everything about Noodles.Food especially the starters like lobster ravioli and mains like laksa is to die for. The staff has always been friendly and so accommodating.Ambience is perfect.",9-Jul-19
,
5 stars for a brilliant and entertaining evening... Had promotions during the cricket World Cup which was worth the visit!!!.... Good crowd and fast service... Special shout out to Thilina who was exceptionally courtious and helpful... ,9-Jul-19
,
Great resturant with nice surrounding . Good food and good service too. I can recommend this nice resturant to anyone looking for nice evening meal.! It is safe hotel now with high security . If you want to get recommendation ask for Dilani,9-Jul-19
,
We had a lovely experience at the noodles restaurant today. The food tastes fabulous as well as it was presented well. Plus the service was excellent as the staff was very friendly. We also experienced an extremely safe and relaxing environment. We highly recommend it,9-Jul-19
,
The food was delicious . Worth the price . had a great birthday celebration with my friends around which was supported by the very friendly and supportive staff at noodles restaurant.Recommended to all,9-Jul-19
,
"Great portions which was worth the price. Loved the ambience of the restaurant and had a friendly, supportive staff. Had a lovely birthday celebration with my friendsRecommending to all. A must visit.",9-Jul-19
,
"I stayed there for 4 days and enjoyed every minute, the rooms were fantastic and very clean. I tested all the restaurants and they were excellent, the best was Tao, Mr. Prasad Udayasiri the restaurant manager went far and beyond to create the most wonderful dinner for me.",9-Jul-19
,
"sisha service very good.specialy staff ""priyadarshana"" so experiance and son kind.also hotel menu very delicious you must taste pizza,pasta.besides try local tea.thank you very much for everything:))))",8-Jul-19
,
"Excellent food and great service. We would like to thank Gayan,Vishaka,Kesara,Sanjeeva, Mangala, and all the staff at NOODLES. We were met by very friendly staff members, and overall the hospitality was fantastic, the moment we entered the restaurant.We will definitely come back to experience the greatness of the food and the people.",8-Jul-19
